,TMC,Severity,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
2424222,201.0,2,0.0,82.0,67.0,30.01,10.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0
597070,201.0,2,0.0,64.0,96.0,30.11,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2104869,201.0,2,0.0,51.1,48.0,29.98,10.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0
1769972,201.0,3,0.0,95.0,13.0,29.94,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1290686,201.0,2,3.09999990463,26.4,94.0,30.35,7.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
142635,201.0,3,0.0,84.9,72.0,30.07,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0
1013771,201.0,3,0.0,89.0,50.0,29.09,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
995408,201.0,2,0.0,73.0,42.0,29.51,10.0,13.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1347225,201.0,2,0.0,34.7,29.0,30.1,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1805263,201.0,2,0.0,87.8,43.0,29.87,7.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2026921,245.0,3,0.0,54.0,97.0,29.86,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
604753,201.0,3,0.0,57.0,100.0,28.94,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160287,201.0,3,0.0,54.0,51.0,29.09,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
173109,241.0,3,0.0,89.1,55.0,30.06,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
1206413,201.0,2,0.0,63.0,90.0,28.94,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
485974,201.0,2,0.0,75.2,100.0,29.9,9.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
671206,201.0,2,0.0,19.0,81.0,30.24,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
294772,201.0,2,0.0,73.0,96.0,30.04,3.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
184771,201.0,2,0.0,50.0,89.0,30.32,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
80727,201.0,3,0.0,80.1,40.0,29.92,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1785862,201.0,2,0.0,90.0,26.0,30.05,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
631265,201.0,3,0.0,83.0,36.0,28.97,10.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1016305,201.0,2,0.0,86.0,77.0,29.96,10.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1416951,201.0,3,0.0,19.9,38.0,30.69,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1797167,201.0,3,0.0,75.9,56.0,30.14,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2062679,201.0,2,0.0,17.1,62.0,30.47,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005814,201.0,2,0.0,79.0,38.0,29.73,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751625,241.0,2,0.0,75.2,50.0,29.84,9.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2148813,201.0,3,0.0,35.1,52.0,29.9,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
519106,201.0,2,0.0,59.0,83.0,29.89,10.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1
2414395,201.0,2,0.0,86.0,41.0,30.01,10.0,10.4,0,0,1,0,0,0,0,0,0,0,0,0,0
2469190,241.0,3,0.0,57.0,93.0,29.85,9.0,4.6,0,0,0,0,0,0,1,0,0,0,0,0,1
149608,201.0,3,0.01,60.1,96.0,29.34,0.2,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2430335,201.0,2,0.0,85.1,69.0,29.94,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1338540,201.0,2,0.0,19.4,74.0,30.17,6.0,18.4,0,0,0,0,0,0,0,0,0,0,0,1,0
1194442,201.0,2,0.0,51.0,83.0,29.5,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
46777,201.0,2,0.0,73.0,59.0,29.98,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
795357,201.0,3,0.0,62.0,75.0,30.22,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919493,201.0,2,0.0,86.0,62.0,29.94,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
280317,201.0,2,0.01,75.0,69.0,29.92,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1809443,201.0,3,0.0,78.1,90.0,29.9,7.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
252828,201.0,2,0.0,75.9,82.0,30.18,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
710938,201.0,2,0.0,52.0,89.0,29.82,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
146624,201.0,2,0.01,46.4,87.0,30.03,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
223772,201.0,2,0.0,60.1,47.0,30.29,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1176847,201.0,2,0.0,87.0,49.0,29.59,10.0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0
589076,201.0,2,0.0,60.0,90.0,29.14,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2417052,201.0,2,0.0,64.9,93.0,30.04,9.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,1
2250875,201.0,2,0.0,37.0,89.0,30.29,3.0,10.4,0,0,0,0,0,0,0,0,1,0,0,1,0
380390,201.0,2,0.01,39.0,55.0,30.33,10.0,13.8,0,0,1,0,0,0,0,0,0,0,0,1,0
1411803,201.0,2,0.0,28.9,75.0,30.18,5.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2429039,201.0,2,0.0,79.0,48.0,29.99,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
560401,201.0,2,0.0,78.0,67.0,29.57,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
980280,201.0,2,0.0,88.0,48.0,29.28,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216457,201.0,3,0.0,9.0,84.0,30.57,2.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
877150,201.0,2,0.0,34.0,100.0,29.75,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1612226,201.0,2,0.0,45.0,97.0,29.88,1.5,16.1,0,0,1,0,0,0,0,0,0,0,0,1,0
860162,241.0,2,0.0,45.0,27.0,29.23,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1702717,201.0,3,0.0,81.0,65.0,29.95,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1706924,244.0,3,0.0,91.9,33.0,29.89,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1538399,201.0,2,0.0,30.2,68.0,30.29,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
778150,201.0,2,0.0,19.0,77.0,29.13,7.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1648346,201.0,2,0.0,77.0,69.0,29.94,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2099331,201.0,3,1.6699999570800002,17.1,77.0,29.7,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2064254,201.0,3,0.0,30.9,50.0,30.31,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
377114,201.0,3,3.1,43.0,62.0,30.12,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1822031,245.0,2,0.0,73.0,39.0,30.18,10.0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0
387055,201.0,2,0.01,69.8,64.0,29.91,10.0,13.8,0,0,1,0,0,0,0,0,1,0,0,1,0
1529705,201.0,2,0.0,64.9,23.0,30.05,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
551689,201.0,2,0.0,69.0,90.0,29.81,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1947528,201.0,2,0.0,50.0,57.0,29.72,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2326138,241.0,2,0.0,57.0,96.0,29.67,7.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1923661,202.0,2,0.0,25.0,85.0,29.97,7.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0
542989,201.0,2,0.0,70.0,53.0,29.8,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952228,201.0,3,0.0,32.0,88.0,30.12,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
786395,201.0,3,0.0,67.0,17.0,30.15,10.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366553,201.0,2,0.0,81.0,26.0,30.05,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
2264931,201.0,2,0.0,42.1,92.0,30.02,9.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
642338,201.0,2,0.0,31.0,89.0,29.44,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
9455,201.0,3,0.01,54.0,83.0,29.93,9.0,13.8,0,0,0,0,1,0,0,0,0,0,0,0,0
1357271,201.0,3,0.0,26.1,63.0,30.25,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
842346,241.0,2,0.0,74.0,38.0,29.93,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392393,201.0,2,0.0,82.6,61.0,30.06,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1887359,203.0,3,0.0,55.9,75.0,30.04,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1325661,201.0,3,0.0,42.1,28.0,30.04,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,1
993196,201.0,2,0.0,73.0,84.0,29.51,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
660175,201.0,2,0.0,68.0,96.0,30.08,0.25,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1312658,241.0,3,0.0,39.0,100.0,30.25,9.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1038011,201.0,2,0.649999976158,79.0,82.0,29.44,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004640,201.0,2,0.0,84.0,63.0,29.29,10.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,1
444132,201.0,3,0.00999999977648,73.0,79.0,29.71,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2260151,201.0,2,0.0,39.9,97.0,29.72,10.0,8.1,0,0,0,0,0,0,0,0,0,1,0,0,1
2144269,201.0,3,7.090000152589999,57.9,84.0,29.91,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
35786,201.0,2,0.01,60.8,55.0,29.92,10.0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2002460,201.0,2,0.0,66.2,46.0,29.99,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
194116,222.0,3,0.0,82.0,65.0,29.91,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
853561,201.0,2,0.0,75.0,89.0,29.99,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
891918,201.0,2,0.0,64.0,58.0,29.9,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
428015,201.0,3,2.45,63.0,94.0,29.6,9.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
61351,201.0,2,0.01,55.9,93.0,30.15,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2191481,201.0,3,5.30999994278,28.0,54.0,29.49,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
773940,201.0,2,0.0,25.0,69.0,29.41,10.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36506,201.0,2,0.01,54.0,72.0,29.89,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
769124,201.0,2,0.0,55.0,93.0,28.51,3.0,13.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2217166,229.0,3,0.0,10.4,79.0,30.53,5.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1432348,201.0,2,0.0,44.6,87.0,29.89,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
2011688,201.0,2,0.0,69.8,25.0,30.17,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
1964792,201.0,3,0.0,63.0,65.0,30.18,10.0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1645333,201.0,2,0.0,77.0,94.0,30.18,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
231353,201.0,2,0.0,16.0,39.0,30.49,10.0,8.1,0,0,1,0,0,0,0,0,0,0,0,0,1
598269,201.0,2,0.0,42.0,45.0,29.26,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581585,201.0,2,0.0,42.1,100.0,30.13,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
309081,201.0,2,0.01,50.0,96.0,29.88,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1015456,201.0,2,0.0,87.0,67.0,29.97,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946235,241.0,2,0.0,78.8,34.0,29.96,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
598499,246.0,3,0.0,66.0,100.0,29.55,7.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1801394,201.0,2,0.0,64.0,46.0,29.96,10.0,16.1,0,0,0,0,1,0,0,0,0,0,0,0,1
1935164,201.0,2,0.0,51.1,66.0,30.1,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
644045,201.0,2,0.0,50.0,76.0,28.13,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469516,201.0,3,0.0,69.1,81.0,29.85,6.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
903967,201.0,3,0.0,43.0,57.0,29.2,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
147156,201.0,2,0.01,57.9,75.0,30.02,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0
2135914,201.0,3,0.0,46.4,93.0,30.35,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,1
1465586,241.0,3,0.0,50.0,76.0,29.95,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2424712,201.0,3,0.0,93.0,17.0,30.0,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1569444,201.0,2,0.0,54.0,93.0,30.27,10.0,8.1,0,0,1,0,0,0,0,0,0,0,0,1,0
724960,241.0,3,5.86000013351,75.0,87.0,29.99,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
599838,201.0,2,0.660000026226,80.0,60.0,29.21,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142624,201.0,2,0.0,57.9,75.0,29.93,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1561465,201.0,2,0.0,89.1,50.0,30.03,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1471281,201.0,2,0.0,26.1,81.0,30.09,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,1
532416,201.0,2,0.0,34.0,87.0,24.49,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
894144,201.0,2,0.0,32.0,100.0,28.85,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069717,201.0,3,0.0,21.9,85.0,30.16,2.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
415330,201.0,3,1.04,37.0,76.0,30.22,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1524137,201.0,3,0.0,28.0,56.0,30.35,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
2002586,201.0,3,0.0,55.9,77.0,29.99,10.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0
330242,201.0,2,0.01,30.2,47.0,30.18,10.0,5.8,1,0,0,0,0,0,0,0,0,0,0,1,0
1800687,201.0,2,0.0,91.4,52.0,29.77,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
754253,241.0,3,0.0,38.0,57.0,27.57,10.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
355511,201.0,3,0.01,77.0,69.0,30.18,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1650715,201.0,3,2.08999991417,84.9,59.0,30.01,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1834237,201.0,2,0.0,73.0,100.0,30.03,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0
1153472,201.0,3,3.41000008583,56.0,72.0,29.69,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083250,201.0,2,0.0,64.0,94.0,30.01,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
628327,201.0,2,0.0,68.0,26.0,29.19,10.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0
97287,201.0,3,0.01,77.0,13.0,30.13,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2237654,203.0,2,0.0,44.1,93.0,30.08,4.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,1
794068,201.0,3,0.0,53.0,96.0,30.16,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1
787043,201.0,2,0.0,32.0,85.0,28.89,3.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2030087,201.0,2,0.0,59.0,96.0,29.94,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1688710,201.0,2,0.0,88.0,39.0,29.99,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2257836,201.0,3,1.1399999856899998,70.0,59.0,30.09,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
766627,201.0,2,0.0,57.0,72.0,29.27,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002940,201.0,3,0.0,67.0,73.0,29.85,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895551,201.0,2,0.0,59.0,100.0,30.01,7.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0
191993,201.0,1,0.0,76.3,89.0,29.88,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
997548,241.0,2,0.0,69.0,70.0,29.68,7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
174677,201.0,2,0.01,64.0,54.0,29.86,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
636850,201.0,2,0.0,62.0,50.0,29.78,10.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1417368,201.0,3,0.0,21.9,46.0,30.74,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1212102,343.0,3,0.0,54.0,82.0,29.48,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2037142,201.0,2,0.0,68.0,30.0,30.02,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1538030,201.0,2,0.0,68.0,65.0,30.22,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2080169,201.0,2,0.0,37.0,100.0,29.77,0.5,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
645095,201.0,2,0.0,59.0,75.0,30.19,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
517829,201.0,3,0.0,61.0,78.0,29.88,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306499,201.0,3,0.0,78.8,42.0,29.87,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1346139,201.0,2,0.0,73.9,82.0,30.06,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
1852381,201.0,2,0.0,96.1,51.0,29.83,10.0,12.7,0,0,0,0,0,0,0,0,0,1,0,0,0
865920,201.0,2,0.0,52.0,69.0,29.66,10.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2042486,201.0,3,0.0,25.0,69.0,30.18,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
201741,201.0,3,0.01,36.0,70.0,29.62,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1968537,203.0,3,0.0,61.0,60.0,30.42,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
839321,201.0,2,0.0,61.0,54.0,29.39,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1672091,201.0,2,0.0,75.0,90.0,30.18,6.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0
1942585,201.0,3,0.0,56.8,70.0,30.27,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
827893,201.0,2,0.0,54.0,94.0,29.77,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542165,201.0,2,0.0,44.6,66.0,30.3,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
455166,201.0,2,0.0,66.0,47.0,30.04,10.0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0
974158,201.0,2,0.0,74.0,91.0,29.68,7.0,6.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1589011,201.0,2,0.0,72.0,15.0,30.03,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
743179,201.0,2,0.0,46.0,100.0,28.88,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
752981,241.0,3,0.0,47.0,46.0,26.75,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1925867,201.0,3,0.0,28.9,85.0,29.91,9.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
51361,201.0,2,0.0,80.1,42.0,29.88,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
789820,245.0,3,0.0,32.0,60.0,29.25,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1014063,201.0,2,0.14000000059599998,79.0,84.0,29.78,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
715443,201.0,2,0.0,50.0,54.0,30.24,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144354,201.0,2,0.0,84.0,76.0,30.09,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1138443,201.0,2,0.0,65.0,75.0,29.77,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061267,201.0,2,0.0,23.0,81.0,29.99,6.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1
1620755,229.0,3,0.0,75.9,52.0,30.01,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1251873,201.0,2,0.0,59.0,90.0,29.48,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
420010,201.0,2,0.01,37.0,93.0,29.68,1.0,9.2,0,0,1,0,0,0,0,0,0,0,0,0,1
849963,201.0,2,0.0,56.0,77.0,29.91,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032080,201.0,3,1.7000000476800001,91.0,50.0,29.2,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231338,201.0,2,0.0,67.0,54.0,29.81,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384819,201.0,2,0.0,68.0,90.0,29.97,8.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
829679,201.0,2,0.0,48.0,93.0,29.32,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2143912,201.0,3,0.0,33.1,92.0,30.22,1.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
181150,201.0,2,0.01,27.0,53.0,30.06,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1
903429,201.0,2,0.0,56.0,77.0,29.95,10.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1583020,201.0,3,15.989999771099999,32.0,86.0,30.22,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1700055,245.0,2,0.0,81.0,69.0,29.93,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1
34983,201.0,2,0.01,84.0,24.0,29.98,10.0,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0
1838386,201.0,2,0.0,91.9,55.0,29.79,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1705250,201.0,2,0.0,88.0,43.0,29.93,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1612364,201.0,3,0.0,55.0,96.0,29.6,4.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
793076,201.0,2,0.0,47.0,29.0,30.21,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
303510,201.0,2,0.0,93.0,47.0,29.85,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1852368,241.0,2,0.0,82.4,66.0,30.0,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
639501,201.0,2,0.0,61.0,81.0,29.41,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108543,201.0,2,0.0,8.1,64.0,30.21,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1114876,201.0,3,0.0,56.0,84.0,29.11,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
449433,201.0,2,0.019999999553,82.4,54.0,29.92,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2123958,201.0,3,1.88999998569,66.9,97.0,30.06,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
213799,201.0,3,0.0,78.1,60.0,30.12,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
514825,201.0,2,0.0,80.0,28.0,25.59,10.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1814801,201.0,2,0.0,73.0,21.0,29.77,10.0,8.1,0,0,1,0,0,0,0,0,0,0,0,1,1
2280758,201.0,2,0.479999989271,63.0,45.0,30.15,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2273640,201.0,3,0.0,35.6,81.0,30.12,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
45981,201.0,2,0.0,73.0,55.0,29.99,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
631394,201.0,2,0.0,75.0,71.0,29.77,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0
165640,201.0,2,0.01,44.6,99.0,29.56,7.0,16.1,0,0,0,0,0,0,0,0,0,1,0,0,0
1808616,201.0,2,0.0,80.1,45.0,29.83,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2054799,241.0,2,0.0,73.4,36.0,30.09,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2023612,201.0,3,0.0,55.9,40.0,29.99,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
342553,201.0,2,0.01,64.4,30.0,30.02,10.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20005,241.0,2,0.0,71.6,57.0,30.09,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2199093,201.0,2,0.0,43.0,93.0,30.22,10.0,5.8,0,0,0,0,0,0,0,0,1,0,0,1,1
